\N
"Wasatch" formation
"Weber" formation
"Young Reef Limestone" formation
'Arqov formation
'Hailey Shales' formation
'Taylor Marl' formation
'Ubeidiya formation
'Wonthaggi' formation
1 formation
1c ﬂ formation
2 formation
=Stephen formation
? Abrahamskraal formation
? Browns Park formation
? Burgsandstein formation
? Etadunna formation
? Gila Conglomerate formation
? Hay Ranch formation
? Plattensandstein formation
? Runningwater formation
? San Miguel formation
? Sergeyevsk formation
? Tepee Trail formation
? Tulare formation
? upper Bridger formation
? Whitehill formation
?Beglia formation
?Cathedral formation
?Dunvegan formation
?Kapp Starostin formation
A formation
A2 formation
Aachen formation
Aalter formation
Abadeh formation
Abadia formation
Abadia Beds formation
Abanico formation
Abanico Brisa Mar formation
Abasheva formation
Abashevo Suite formation
Abbas formation
Abbott's Cliff formation
Abderaz formation
Abel Head formation
Abels Bay formation
Abenaki formation
Aber Mawr Shale formation
Aberdare formation
Aberdeen Lake formation
Aberdouz formation
Aberhan Pliensbach formation
Aberhan Sinemur formation
Aberhan Toarc formation
Abiquiu formation
Abisinia formation
Ablakoskˆvˆlgy Limestone formation
Ablanedo formation
Ablation Point formation
Abo formation
Abo/Cutler formation
Abrahamskraal formation
Abrakurrie Limestone formation
Abraq formation
Abrekskaya Suite formation
Abu Agag formation
Abu Ballas formation
Abu Durba formation
Abu Gabra formation
Abu Hashim formation
Abu Hashish formation
Abu Imama formation
Abu Qada formation
Abu Qada/Raha formation
Abu Roash formation
Abu Roash "G" Member formation
Abu Thora formation
Abundancia formation
Acacus Sandstone formation
Acanthopyge formation
Acanthopyge Limestone formation
Acheshbok formation
Achladia formation
Acoite formation
Acoz formation
Acredale formation
Acton Scott formation
Ada formation
Adaev formation
Adaffa formation
Adam Mudstone formation
Adamantina formation
Adams Argillite formation
Adatsag formation
Adigrat Sandstone formation
Adjuntas formation
Admiral formation
Admiralty formation
Adnet formation
Adoyama formation
Adu-Asa formation
Advance formation
Adz'va formation
Aertashi formation
Afon Ffinnant formation
Aftenstjernes¯ formation
Afyon formation
AG4 formation
Agabyt formation
Agalatas formation
Aganane formation
Agardhfjellet formation
Agatdal formation
Agate Creek Volcanics formation
Agenais Limestone formation
Agglomeratic Slate formation
Agha Jari formation
Aghia Varvara formation
Agitkan formation
Agnevskaya formation
Agoudim formation
Agoudim Marls formation
¡greda formation
Agrio formation
Aground Ouadar formation
Agua Blanca formation
Agua Caliente formation
Agua Clara formation
Agua de la Zorra formation
¡gua de Madeiros formation
Agua del Jaguel formation
Agua Doce formation
Agua Nueva formation
Aguada de la Perdiz formation
Aguada Limestone formation
Agueguexquite formation
Agui-Ula formation
Aguililla Sandstone formation
Aguion formation
Aguja formation
Aguja/Javelina formation
Agulak Suite formation
Agwu Shale formation
Ahbach formation
Aheimer formation
Ahlen formation
Ahrdorf formation
Aiduna formation
Aifat formation
Aigu formation
Aigyrzhal'skaya Suite formation
Ailikehu formation
Aimau formation
Ain ed Dick Limestone formation
AÔn el Guettar formation
Ainoshima formation
Ainoura formation
Aisemont formation
Aisol formation
Aitutu formation
Aitym formation
Ait†Ouarhitane formation
Ajax formation
Ajax Limestone formation
Ajima formation
Ajiri formation
Akabira formation
Akachan formation
Akaishi formation
Akaiwa formation
Akasaka formation
Akasaki formation
Akasawa Silt formation
Akatievo formation
Akavassky formation
Akbasayskaya formation
Akchalym formation
Akdurug formation
Akerchi formation
Aketo formation
Akeyo formation
Akfabou formation
Akhur formation
Akhura formation
Akima formation
Akiyoshi formation
Akkolka formation
Akkuyu formation
Akli formation
Akrabou formation
Akrech formation
Akron formation
Akros formation
Akrotiri formation
Aksai Suite formation
Aksaisk formation
Aksala formation
Aksucay formation
Aktas formation
Aktash formation
Aktash Suite formation
Aktasty formation
Akzhal formation
Akzhar formation
Al Bad formation
Al Faidiyah formation
Al Hassanat formation
Al Jil formation
Al Jir formation
Al Khums formation
Al Rose formation
Al Rose Formation formation
Al-Khod Conglomerate formation
Alacaagzi formation
Alacer do Sal formation
Alachua formation
Alacran Mountain formation
Alam El Bueib formation
Alamein formation
Alamosa formation
Alamyshik formation
Alan Mountain Limestone formation
Alapah formation
Alapah Limestone formation
Alaro Calcarenite formation
Alasht Suite formation
Alatage formation
Alaz·n formation
Alba formation
Albert formation
Alcala formation
Alc‚ntara formation
Alcobaca formation
AlcobacÎa formation
Alcolea formation
Alconera formation
Alcorisa formation
Alcova Limestone formation
Alcsutdoboz Limestone formation
Alcudian formation
Aldabra Limestone formation
Aldebaran formation
Aldebaran Sandstone formation
Aldress Shales formation
Aldrich Station formation
Aleksandrovskaya formation
Aleksin formation
Aleman formation
Alexander Mudstone formation
Alexandra formation
Alexandria formation
Alexo formation
Alfambra formation
Alfred Shale formation
Algodıes formation
Algodoes  formation
Alhajuela formation
Alhambra formation
Ali Bashi formation
Alifian Limestone formation
Alikagarskaya formation
Alikper formation
Alinghi formation
Alisitos formation
Alkali Canyon formation
Allan Mountain limestone formation
Allandale formation
Allaru formation
Allaru Mudstone formation
Allegheny formation
Allen formation
Allen Bay formation
Allenby formation
Aller formation
Allg‰u formation
Allingham formation
Allison formation
Almaly formation
Almejas formation
Almonacid de la Cuba formation
Almond formation
Almstrom Creek formation
Almy formation
Alpena formation
Alpine Salt Deposits formation
Alpiner Lias formation
Alpujarra formation
Alsea formation
Altamira formation
Altamira Shale formation
Altamont formation
Altamont Limestone formation
Altamount formation
Altatka Suite formation
Alternancia de margas y calizas de Turmiel formation
Alternating slates, greywackes, and volcanites formation
Alticola Limestone formation
Altuda formation
Aluginskaya formation
Alum Bluff formation
Alum Rock Beds formation
Alum Shale formation
Alum Shales formation
Alumine formation
Alvana limeshales formation
Alvear formation
Alvy Creek formation
Alykaevskaya formation
Alyutovo formation
Alzey formation
Amabe formation
Amagodani formation
Amain formation
Amaltheenton formation
Amaltheus Clay formation
Amaltheus Shale formation
Amana Beds formation
Amanak formation
Amanakskaya formation
Amaninskaya formation
Amaral formation
Amata formation
Amb formation
Amba formation
Amba Aradam formation
Ambelouzos formation
Ambergris Cay Limestone formation
Ambition formation
Ambo formation
Ambolafotsy formation
Amdeh formation
Amden formation
Ameghino formation
Ameke formation
Ameki formation
American Falls Lake Bed E formation
Americus formation
Ames formation
Ames Limestone formation
Amherstburg formation
Amisan formation
Amkanzhin formation
Amkin formation
Amminadav formation
Amole Arkose formation
Amouslek formation
Ampelouzos formation
Ampthill Clay formation
Amsden formation
Amsterdam formation
Amsterdam limestone formation
Amuri Limestone formation
Amushan formation
Anacacho formation
Anacacho Limestone formation
Anacleto formation
Anahuac formation
Anamizu formation
Ananea formation
Anastasia formation
Anavra Chert formation
Anchorage formation
Anda-Khuduk formation
Andaikhudag formation
Andalhual· formation
Anderken formation
Andesitas Huancache formation
Anding formation
Andouille formation
Andrarum Limestone formation
Anfiteatro de TicÛ formation
Angachi formation
Angahook formation
Angertal formation
Angjie formation
Angola formation
Angolo formation
Angostura formation
Angostura Colorada formation
Angostura Colorado formation
Angouleme formation
Angren Suite formation
Angrensor formation
Anguilla formation
Angulatensandstein formation
Angullong Tuff formation
Anhee formation
Anidanthus zone formation
Animas formation
Ankazomihaboka formation
Anmin formation
Anming formation
Annear formation
Annero formation
Annona formation
Annona Chalk formation
Anse a Pierre - Loiselle formation
Anse a Pierre-Loiselle formation
Anse Cascon formation
Anse Cascons formation
Anse Maranda formation
Anseroles formation
Anshun formation
Antalo formation
Antalo Limestone formation
Antelope Shale formation
Antelope Valley formation
Antelope Valley Fm. formation
Antelope Valley Limestone formation
Antelope Valley Ls formation
Antelope Valley Ls  formation
Antelope Valley Ls (upper transition beds) formation
Antelope Valley(?)  Ls formation
Antenor Navarro formation
Antietam Sandstone formation
Antigua formation
Antiinsky formation
Antimonio formation
Anting formation
Antiya formation
Antler Peak formation
Antlers formation
Antonios formation
Antrim shale formation
Anyuan formation
Anzaldo formation
Aoertu formation
Aoki formation
Aokiyama formation
Aorangi Mine formation
Aoso formation
Aotea formation
Aoufous formation
Aouinet Ouenine I formation
Aouinet Ouenine II formation
Aouinet Ouenine III formation
Aoxi formation
Apodaca formation
Apolakkia formation
Apollonian formation
ApÛn formation
Apostoli formation
Appanoose formation
Aptychus Beds formation
Aqra Limestone formation
Aquia formation
Ar Rajmah formation
Ara formation
Arab formation
Arachneon formation
Arai formation
Arakayskaya formation
Arakida formation
Aral formation
Aramachay formation
Aramon formation
Arapahoe formation
Ararat formation
Arataura formation
Arato formation
Aratozaki formation
Arauz formation
Aravis formation
Arawhero formation
Arawi Shellbed formation
Araya formation
Arbuckle formation
Arbuckle Brook formation
Arcadia formation
Arcadia Park Shale formation
Arcera formation
Archer City formation
Arcillas de el Limbo formation
Arcillas de Morella formation
Arcillas Fragmentosus formation
Arco Hills formation
Arcturus formation
Ardanatz Sandstone formation
Ardengost formation
Ardmore formation
Ardrarum formation
Ardrarum Limestone formation
Ardwell Farm formation
Ardyn Obo formation
ArÈn formation
Aren Sandstone formation
Arenaria di Ponsano formation
Arenas de Huelva formation
areniscas araucanas o PatagÛnica del Terciario inferior formation
Areniscas de Cabrerizos formation
Areniscas de el Limbo formation
Areniscas de el Morro formation
Areniscas y Lutitas del Figaro formation
Areny Sandstone formation
Areo formation
Arg formation
Argilas de Aveiro formation
Argile a lignite d'Epernay formation
Argile ‡ Plicatules formation
Argile de Villerville formation
Argile OstrÈenne formation
Argiles a Lopha gregarea formation
Argiles Brunes formation
Argiles d'lignite du Soissonnais formation
Argiles d'Octeville formation
Argiles de Ch‚tillon formation
Argiles de Ghriss formation
Argiles de Lamoriciere formation
Argiles de Montaubert formation
Argiles de Teguentour formation
Argiles et GrÈs ‡ Reptiles formation
Argille Varicolori formation
Argilliti di Riva di Solto formation
Argun formation
Arhbalou formation
Arida formation
Arietenkalk formation
Arikaree formation
Arimao formation
Arimine formation
Arina formation
Aring formation
Arita formation
Ariyalur formation
Arkachan formation
Arkadelphia marl formation
Arkagalinskaya formation
Arkona formation
Arkona Shale formation
Armorican Quartzite formation
Armorique formation
Armuelles formation
Arnager Greensand formation
Arnager Limestone formation
Arnestad formation
Arnheim formation
Arno Limestone formation
Arnstadt formation
Aroifilla formation
Arpinskaya formation
Arqov formation
Arrey formation
Arrojos formation
Arroyo formation
Arroyo ChasicÛ formation
Arroyo del Acebron Shales formation
Arroyo Feliciano formation
Arroyo Malo formation
Arroyo or Vale formation
Arroyo Penasco formation
Arroyo Seco formation
Arroyo Totoral formation
Arroyo Verde Fm formation
Arshantho formation
Arshanto formation
Artemesia formation
Artemisa formation
Arthur Creek formation
Artoles formation
Aruma formation
Arumbera formation
Arumbera Sandstone formation
Arundel formation
Arundel Clay formation
Arvison formation
Asagai formation
Asagai Sandstone formation
Asatausky formation
Asawaka formation
Ascot formation
Asencio formation
Aseri formation
Asfal formation
Asfar formation
Ash Hollow formation
Ashchikol' Suite formation
Ashdown formation
Ashes and Lavas formation
Ashfell Limestone formation
Ashfield formation
Ashfield Shale formation
Ashfield Shales formation
Ashibetsu formation
Ashiya formation
Ashizawa formation
Ashkidah formation
Ashley formation
Ashley Mudstone formation
Ashlock formation
Ashman formation
Ashokan formation
Ashton Limestone formation
Ashville formation
Asinepe Limestone formation
Asitka formation
Askyn formation
Askynbashsky formation
Asmari formation
Asmari Limestone formation
Aso formation
Aspen formation
Aspen Shale formation
Aspero formation
Aspidoides Bank formation
Asrir formation
Ass. de Frasnes formation
Assa formation
Assaous formation
Assekaifaf formation
Assise de Kusel formation
Assise de Lebach formation
Assise de Millery formation
Assise de Muse formation
Assise de Winenne formation
Assises ‡ Orbitolines formation
Assistance formation
Astoria formation
Astronomicheskogo Mysa formation
Asu River Group formation
Asuncion formation
Aszofˆ formation
Aszofˆ Dolomite formation
Atafaitafa formation
Atahoc formation
Atanikerluk formation
Atarque Sandstone formation
Atco formation
Athens formation
Atherfield Clay formation
Athgarh formation
Atikameg Dolomite formation
Atkan formation
Atocongo formation
Atoka formation
Atotsugawa formation
Atsuga formation
Atsuma formation
Atsunai formation
Atsusabu formation
Attawapiskat formation
Auburn formation
Aucella Sandstone formation
Auernig formation
Auerswald coal seam formation
August Town formation
Augusta formation
Augusta Mountain formation
Auquilco formation
Auradu formation
Auradu Limestone formation
Aurora Limestone formation
Aushi formation
Ausinskaya formation
Austerberg Limestone formation
Austin formation
Austin Chalk formation
Avamskaya Suite formation
Avawatz formation
Avella formation
Avilov formation
Avlandian formation
Avon Park formation
Avon Park Limestone formation
Awazu formation
Awgu Limestone formation
Awgu Ndeaboh Shale formation
Awidon Mesa formation
Ayach'yaga formation
Ayak Suite formation
Ayala Sandstone formation
Aycross formation
Aydim formation
Aykhal formation
Ayles formation
Aymamon\	Limestone formation
Aymamon formation
AymamÛn Limestone formation
Ayyuvinskiy formation
Azigan formation
Azogues formation
AzÛia formation
Aztec Sandstone formation
Azul Pampa formation
‚ÄúNinemile Fm.‚Äù (Prob. Antelope Valley) formation
B formation
B. Choiseul formation
B3/C1 formation
Ba&#269;ov formation
Ba'id formation
Baba Darves formation
Babica Beds formation
Babin Sandstone formation
Babino formation
Babladanga formation
Babuk formation
Babulu formation
Bac Bun formation
Bac Thuy formation
Baca formation
Bachu formation
Back Bay formation
Back Rio Grande formation
Bacolet formation
Baculites Limestone formation
Bad Cache Rapids formation
Bad Heart formation
Badamu formation
Badamu limestone formation
Badaowan formation
Baden Tegel formation
Badenas formation
Badener-Schichten formation
Badger Flat formation
Badger Flat Ls formation
Badin formation
Badnerschichten formation
Badokalay formation
Badong formation
Badowan formation
Badragha formation
Baga formation
Bagan formation
Baggy formation
Baggy Sandstones formation
Bagh-e Vang formation
Baghamshah formation
Baghmara formation
Bagong formation
Bagshot formation
Bagshot Sands formation
Bagua formation
Baguamiao formation
BaharÓja formation
BaharÓje formation
Bahariya formation
Bahcecik formation
Bahe formation
Bahi formation
Bahia formation
Bahia Inglesa formation
Bahram formation
Baicheng formation
Baidingpu formation
Baifeng formation
Baigendzhi formation
Baigendzhin formation
Baiguowan formation
Baikur formation
Bailarge formation
Bailuyuan formation
Bainbridge Limestone formation
Bainmedart Coal Measures formation
Baipiao formation
Baird formation
Bairnsdale Limestone formation
Baishintinskie formation
Baishuizixi formation
Baitainba formation
Baital formation
Baitoa formation
Baitugan formation
Baixiong formation
Baiyanhuashan formation
BaiYunShan formation
Bajada del Agria formation
Bajo Barreal formation
Bajo de la Carpa formation
Bajo de Veliz formation
Bajtugan formation
Bakalinskian Suite formation
Bakate formation
Baker formation
Bakhtiari formation
Bakkar formation
Baksanii formation
Balabansai formation
Balabansai Suite formation
Balakhtison formation
Balang formation
Balclatchie formation
Balco del Cucut formation
Balcombe Clay formation
Baldonnel formation
Baldy Hill formation
Balei formation
Balfour formation
Balfour, Katberg or Burgersdorp formation
Balfour, Katberg, Burgersdorp formation
Balgarene formation
Balimbu formation
Baliqiliq formation
Baliqliq formation
Balladoole formation
Ballagan formation
Ballard formation
Ballik formation
Ballingoole Limestone formation
Ballyadams formation
Ballysteen Limestone formation
Balta sands formation
BaltÛw Coral Limestones formation
Balumtum Sandstone formation
Balumtun Sandstone formation
Bambaya Sandstone formation
Ban Cai formation
Ban Giang formation
Ban Nguon formation
Ban O formation
Ban Pap formation
Banano formation
Banbidian formation
banc roux formation
Bancheng formation
Bancs mixtes formation
Bandanna formation
Bandera formation
Banff formation
Bangor formation
Bangor Limestone formation
Banna formation
Banner formation
Bannisdale Slates formation
Bannockburn formation
BaÒos del Flaco formation
Banqao formation
Banshiding formation
Banta Shut-In formation
Bantou formation
Baoding formation
Baoeraobao formation
Baoeraokao formation
Baogete formation
Baoligu formation
Baomoshan formation
Baota formation
Bap formation
Baping formation
Baquero formation
Bar B formation
Bara formation
Barabash formation
Barabashskaya formation
Barahona formation
Barak Radiolarite formation
Barakar formation
Baralaba Coal Measures formation
Baraniy formation
Barantanhua formation
Bardahessiagh formation
Bardstown formation
Barents formation
Barfield formation
Bargy Conglomerate formation
Bari Limestone formation
Baripada Limestone formation
Barlow Inlet formation
Barneston formation
Barneston Limestone formation
Barnett formation
Barnett Shale formation
Barnsdall formation
Barnston formation
Barnwell formation
Barnwell Sand formation
Baron Sog formation
Barra Honda formation
Barranca Final formation
Barranquilla Marl formation
BarranquÌn formation
Barranquitas-Cayey formation
Barre a Orbitolines formation
Barreirinhas formation
Barrel Spring formation
Barrel Springs Fm. formation
Barrettia Limestone formation
Barretts Conglomerate formation
Barrigada Limestone formation
Barril Viejo formation
Barstow formation
Barton formation
Barton Beds formation
Barton Clay formation
Barun Goyot formation
Barun Goyt formation
Barunbayaskaya formation
Baruun-Urt formation
Baruungoyot Svita formation
Barvaux formation
Barzalosa formation
Basal and coal-bearing Suite formation
Basal Conglomerate formation
basal Isalo II or Makay formation
Basal Napo formation
basal part formation
Bashi formation
Bashibulake formation
Bashilixiaohe formation
Baska formation
Bastida formation
Bastion formation
Bataowuan formation
Bateaobao formation
Bateque formation
Bates Siltstone formation
Batesford Limestone formation
Batesland formation
Batesville Sandstone formation
Bateun Beni Zid formation
Bath Oolite formation
Bathonian coal-bearing Suite formation
Bathurst Island formation
Bathurst Island Beds formation
Baton formation
Baton River formation
Battery formation
Battery Point formation
Battle formation
Battle Mountain formation
Batu Putih formation
Batu Putih Limestone formation
Batuputih formation
Baucina formation
Baudour Clays formation
Bauru formation
Bausandstein formation
Bavnodde Greensand formation
Bay du Nord series formation
Bay of Harbours formation
Bayada formation
Bayan Gobi formation
Bayan Gol formation
Bayan Kol formation
Bayan Mandahu formation
Bayan-Gol formation
Bayanaulian formation
Bayangol formation
Bayankalashan formation
Bayin Gobi formation
Bayinburuk formation
Bayinhe formation
Bayn Shire formation
Baynshire formation
Baynshiree formation
Baynunah formation
Bayraktepe formation
Bays formation
Bayshore formation
Baysun formation
Baytugan formation
Baywulla formation
Baza formation
Bazaikha formation
Bazanov and Bokhtin Suite formation
Bazanovo and Bokhto Suites formation
Bazardarian formation
Bazardarin formation
Bazarli Suite formation
Bazhenov formation
Beacon Limeston formation
Beacon Limestone formation
Bead Mountain formation
Bear formation
Bear Bluff formation
Bear Creek formation
Bear Creek Shale formation
Bear Lake formation
Bear Rock formation
Bearpaw formation
Bearpaw Shale formation
Bearreraig Sandstone formation
Beartooth Butte formation
Beattie formation
Beattie Limestone formation
Beattie Ls formation
Beattie Peaks formation
Beauharnois formation
Beaulieu formation
Beaumont formation
Beaumont et d'Herquemoulin formation
Beauvoir formation
Beaver Mines formation
Beaverdam formation
Beaverfoot formation
Beaverfoot-Brisco formation
Beaverhill Lake formation
Bebertal-Schichten formation
Bechateur formation
Bechlejovice II formation
Beckers formation
Beckum formation
Becraft Limestone formation
Becscie formation
BÈdat formation
Bedford Shale formation
Bedinan formation
Bedoulian formation
Bedrock Spring formation
Beds of Nogon Tsav formation
Bee Low Limestones formation
Beech Creek formation
Beechhill Cove formation
Beechwood formation
Beechwood Limestone formation
Beekeeper formation
Beekmantown formation
Beers Hill formation
Beers Hill equivalent formation
Beetle Creek formation
Begichev formation
Beglia formation
Beglyi formation
Beiguoshan formation
Beijuntang formation
Beilu formation
Beisi formation
Beiya formation
BeiYanZhuang formation
Bela formation
Belcher Channel formation
Belcourt formation
Belden Shale formation
Belebeevo formation
Belebei formation
Belebeyeoskaya Suite formation
Belemnite Marls formation
Belemniten-Schichten formation
Belen formation
Belfast Mudstone formation
Belford formation
Belgrade formation
Belkovskaya formation
Bell Canyon formation
Bell Point Limestone formation
Bell Springs formation
Belle Creek formation
Belle Fourche formation
Belle Fourche Shale formation
Belle Plains formation
Bellefonte formation
Bellepheron formation
Bellerophon formation
Belleville formation
Bellevue formation
Bellmunt formation
Belloy formation
Belluno Glauconitic Sandstone formation
Bellvale formation
Bellvale Sandstone formation
Belly River formation
Belly River Beds formation
Belmont formation
Belogorsk formation
Belovo Horizon formation
Below Genesee formation
BelsuÈ-AtarÈs formation
Belubula formation
Belubula Limestone formation
Belushkin formation
Belushkinskaya Suite formation
Belvidere formation
Belyi Yar formation
Bembridge Limestone formation
Bembridge Marls formation
Bemerara formation
Ben An Arreun formation
Benassal formation
Benbolt formation
Benbolt-Wardell formation
Benevides formation
Beni Zaid Limestone formation
Benjamin formation
Benjamin Limestone formation
Benkersandstein formation
Benot Ya'aqov formation
Bentham Grit formation
Bentiu formation
Benton formation
Benton Shale formation
Benyassin Sandstone formation
Bera formation
Berada formation
Berchem formation
Berchogur? formation
Bereza Beds formation
Berge formation
Berge Suite formation
Bergisch Gladbach formation
Berikul formation
Berivotra formation
Berkshire Oolite formation
Bermont formation
Bernbjerg formation
Bernburg formation
Bernissart Calcirudites formation
Berrico Creek formation
Berriedale formation
Berry formation
Bersek Marl formation
Berserker formation
Bert formation
Bertie formation
Bertie Limestone formation
Besano formation
Beshtash formation
Beshtyubin formation
Besobinsk formation
Bessho formation
Bestogai formation
Bet Meir/Amminadav formation
Bet-Meir formation
Betton Beds formation
Beudanticeras Shale formation
Beulieu formation
Bey Daglari formation
Beykoz formation
Beyrichienkalk formation
Bezymyanny formation
Bhadasar formation
Bhuj formation
Bhuj (plus Jhuran in part?) formation
Bi'R al Qasr formation
Biancone formation
Bianmachong formation
Bianyang formation
Bibai formation
Biblian formation
Bic Conglomerate formation
Bichurskaya Suite formation
Bickham formation
Bidahochi formation
Bier Pudingstone formation
Biertdag formation
Big Clifty formation
Big Cove formation
Big Sandy formation
Big Snowy formation
Big Stone Gap Shale formation
Bigby-Cannon formation
Bigby-Cannon Limestone formation
Biggenden formation
Bighorn formation
Bighorn Dolomite formation
Bihen Limestone formation
Bihoku formation
Bijintawu formation
Bijou formation
Bikfaya formation
Bil· formation
Bila hora formation
Bilir formation
Bilka formation
Bill's Creek Shale formation
Billabong Creek Limestone formation
Billhook formation
Billidee formation
Billie Creek formation
Billop formation
Bills Creek formation
Billy Creek formation
Bima formation
Bima Sandstone formation
Bin el Ouidane formation
Binan formation
Bingham Mine formation
Bingleburra formation
Bir El Jaja formation
Bir Mastoura I formation
Bir Miteur formation
Birafu formation
Birba formation
Bird Fiord formation
Bird Spring formation
Bird Spring  formation
Birdlip Limestone formation
Birdrong Sandstone formation
Birdsong Shale formation
Bireno formation
Birket Qarun formation
Birstonas formation
Birstonas and Paprieniai formation
Bisher formation
Bishop Cap formation
Biskopas Conglomerate formation
Bison Creek formation
Bissekty formation
Bissounel formation
Bitak Suite formation
Bivalve Beds formation
Biyoulebaoguzhi formation
Bizovskaya Suite formation
Bjorkasholmen (Ceratopyge) formation
Bjorkasholmen (formerly Ceratopyge Limestone) formation
Bjorne formation
Bj¯rkasholmen formation
Blaa Mountain formation
Black Alley formation
Black Alley Shale formation
Black Bog formation
Black Cove formation
Black creek formation
Black Jack formation
Black Jack Coal Measures formation
Black Limestone formation
Black Limestones formation
Black Mesa Gravel formation
Black Mingo formation
Black Peaks formation
Black Prince Limestone formation
Black Rock formation
Black Rock Limestone formation
Black Rock Sandstone formation
Black Ven Marl formation
Black Ven Marls formation
Blackdown Greensand formation
Blackford formation
Blackhawk formation
Blackheath Beds formation
Blackiston formation
Blackleaf formation
Blackstokes Limestone formation
Blackstone formation
Blacktail Deer Creek formation
Blackwater Limestone formation
Blackwell formation
Blacourt formation
Blaencediw formation
Blaine formation
Blair Athol Coal Measures formation
Blakeley formation
Blakely formation
Blanch Point formation
Blanche Point formation
Blanche Point Marl formation
Blanco formation
Blanding formation
Blanquilla formation
Blaziny Oolite Limestones formation
Blenheim formation
Blesa formation
Bleskovy pramen formation
Blina Shale formation
Blind Fiord formation
Blinkberg Sandstone formation
Blinovo formation
Blisworth Clay formation
Blisworth Limestone formation
Block Coal formation
Blomidon formation
Blood Reserve formation
Blood River Sandstone formation
Bloomington formation
Bloomsburg formation
Blossom formation
Blossom Sand formation
Bloyd formation
Bloyd Shale formation
Blue Anchor formation
Blue Bluff formation
Blue Clay formation
Blue Fiord formation
Blue Fjord formation
Blue Lias formation
Bluefield formation
Bluefield Shale formation
Blueflower formation
Bluestone formation
Bluewater Creek formation
Bluff Creek formation
Blufftown formation
Bluish Grey Shale formation
Blumau formation
Bl‰tterthone formation
Boas River "shale" formation
Boat Cove formation
Boat Harbour formation
Boatlanding Bay formation
Bobcaygeon formation
Boca Chica formation
Boca de Serpiente formation
Boca Roja formation
Bochara formation
Bochum formation
Bod Deiniol formation
Boda formation
Boda Limestone formation
Bodeidda Mudstone formation
Bodjongmanik formation
Bodzanow formation
Boets formation
Bog Quartzite formation
Bogdanovka Beds formation
Boggy formation
Bogota formation
Boguchan formation
Boguchany formation
Bohdalec formation
Bohdelac formation
Bohio formation
Bohlen formation
Bohunice formation
Bois d'Arc formation
Bois d'Ausse Sandstone formation
Bois de Bordeaux formation
Bois-des-Mouches formation
Bois-Gouet formation
Bojishan formation
Bojiwan formation
Boka Bil formation
Bokan formation
Bokhtin formation
Bokhto Suite formation
Bokkeveld Beds formation
Bol'sheishin formation
Bolast formation
Bolila formation
Bolitho Mudstone formation
Bolloncillos formation
Bolognano formation
Bolshekinelskaya formation
Boluohuoluoshan formation
Bombarral formation
Bombaso formation
Bon Homme Gravel formation
Bonanza formation
Bonanza King formation
Bonanzan King formation
Bond formation
Bone Sprign formation
Bone Spring formation
Bone Spring Limestone formation
